,article,2mass,skrutskie,bibcode,doi
267,@ARTICLE{2017NewA...50...12D,no,no,2017NewA...50...12D,10.1016/j.newast.2016.06.005
268,@ARTICLE{2017NewA...50....1J,no,no,2017NewA...50....1J,10.1016/j.newast.2016.06.001
269,@ARTICLE{2017MNRAS.464.3728B,no,no,2017MNRAS.464.3728B,10.1093/mnras/stw2578
270,@ARTICLE{2017MNRAS.464.3431H,no,no,2017MNRAS.464.3431H,10.1093/mnras/stw2387
271,@ARTICLE{2017MNRAS.464.1783O,yes,no,2017MNRAS.464.1783O,10.1093/mnras/stw2368
272,@ARTICLE{2017MNRAS.464.1553D,no,no,2017MNRAS.464.1553D,10.1093/mnras/stw2399
273,@ARTICLE{2017MNRAS.464.1247K,yes,no,2017MNRAS.464.1247K,10.1093/mnras/stw2357
274,@ARTICLE{2017MNRAS.464.1119C,yes,no,2017MNRAS.464.1119C,10.1093/mnras/stw2390
275,@ARTICLE{2017MNRAS.464..768B,yes,no,2017MNRAS.464..768B,10.1093/mnras/stw2268
276,@ARTICLE{2017MNRAS.464..453D,no,no,2017MNRAS.464..453D,10.1093/mnras/stw2366
277,@ARTICLE{2017MNRAS.464..274S,no,no,2017MNRAS.464..274S,10.1093/mnras/stw2262
278,@ARTICLE{2017MNRAS.464...65P,no,no,2017MNRAS.464...65P,10.1093/mnras/stw2101
279,@ARTICLE{2017BlgAJ..26...45P,yes,no,2017BlgAJ..26...45P,
280,@ARTICLE{2017AstRv..13...28G,no,no,2017AstRv..13...28G,10.1080/21672857.2017.1303264
281,@ARTICLE{2017ApJS..228....6X,yes,no,2017ApJS..228....6X,10.3847/1538-4365/228/1/6
282,@ARTICLE{2017ApJS..228....5K,no,no,2017ApJS..228....5K,10.3847/1538-4365/228/1/5
283,@ARTICLE{2017ApJ...835L..18L,yes,no,2017ApJ...835L..18L,10.3847/2041-8213/835/1/L18
284,@ARTICLE{2017ApJ...835L..14G,no,no,2017ApJ...835L..14G,10.3847/2041-8213/835/1/L14
285,@ARTICLE{2017ApJ...835..100M,no,no,2017ApJ...835..100M,10.3847/1538-4357/835/1/100
286,@ARTICLE{2017ApJ...835...75J,yes,no,2017ApJ...835...75J,10.3847/1538-4357/835/1/75
287,@ARTICLE{2017ApJ...835...74I,yes,no,2017ApJ...835...74I,10.3847/1538-4357/835/1/74
288,@ARTICLE{2017ApJ...835...53K,yes,no,2017ApJ...835...53K,10.3847/1538-4357/835/1/53
289,@ARTICLE{2017ApJ...835....8T,no,no,2017ApJ...835....8T,10.3847/1538-4357/835/1/8
290,@ARTICLE{2017ApJ...834..184C,yes,no,2017ApJ...834..184C,10.3847/1538-4357/834/2/184
291,@ARTICLE{2017ApJ...834..164B,yes,no,2017ApJ...834..164B,10.3847/1538-4357/834/2/164
292,@ARTICLE{2017ApJ...834..143O,no,no,2017ApJ...834..143O,10.3847/1538-4357/834/2/143
293,@ARTICLE{2017ApJ...834..117W,no,no,2017ApJ...834..117W,10.3847/1538-4357/834/2/117
294,@ARTICLE{2017ApJ...834..115T,yes,no,2017ApJ...834..115T,10.3847/1538-4357/834/2/115
295,@ARTICLE{2017ApJ...834..113M,yes,no,2017ApJ...834..113M,10.3847/1538-4357/834/2/113
296,@ARTICLE{2017ApJ...834..107B,yes,no,2017ApJ...834..107B,10.3847/1538-4357/834/2/107
297,@ARTICLE{2017ApJ...834...94S,yes,no,2017ApJ...834...94S,10.3847/1538-4357/834/1/94
298,@ARTICLE{2017ApJ...834...91A,yes,no,2017ApJ...834...91A,10.3847/1538-4357/834/1/91
299,@ARTICLE{2017ApJ...834...85N,yes,no,2017ApJ...834...85N,10.3847/1538-4357/834/1/85
300,@ARTICLE{2017ApJ...834...20A,yes,no,2017ApJ...834...20A,10.3847/1538-4357/834/1/20
301,@ARTICLE{2017ApJ...834...18B,yes,no,2017ApJ...834...18B,10.3847/1538-4357/834/1/18
302,@ARTICLE{2017ApJ...834...17C,no,no,2017ApJ...834...17C,10.3847/1538-4357/834/1/17
303,@ARTICLE{2017AN....338...49K,yes,no,2017AN....338...49K,10.1002/asna.201613053
304,@ARTICLE{2017AJ....153...37S,yes,no,2017AJ....153...37S,10.3847/1538-3881/153/1/37
305,@ARTICLE{2017AJ....153...34C,yes,no,2017AJ....153...34C,10.3847/1538-3881/153/1/34
306,@ARTICLE{2017AJ....153...25A,yes,no,2017AJ....153...25A,10.3847/1538-3881/153/1/25
307,@ARTICLE{2017AJ....153...21L,yes,no,2017AJ....153...21L,10.3847/1538-3881/153/1/21
308,@ARTICLE{2017AJ....153...19S,yes,no,2017AJ....153...19S,10.3847/1538-3881/153/1/19
309,@ARTICLE{2017AJ....153...15B,yes,no,2017AJ....153...15B,10.3847/1538-3881/153/1/15
310,@ARTICLE{2017AJ....153....6K,yes,no,2017AJ....153....6K,10.3847/1538-3881/153/1/6
311,@ARTICLE{2017AJ....153....1K,yes,no,2017AJ....153....1K,10.3847/1538-3881/153/1/1
312,@ARTICLE{2017A&A...597L..10K,yes,no,2017A&A...597L..10K,
313,@ARTICLE{2017A&A...597L...2M,no,no,2017A&A...597L...2M,
314,@ARTICLE{2017A&A...597A.123F,yes,no,2017A&A...597A.123F,
315,@ARTICLE{2017A&A...597A.114B,no,no,2017A&A...597A.114B,
316,@ARTICLE{2017A&A...597A..95B,yes,no,2017A&A...597A..95B,
317,@ARTICLE{2017A&A...597A..90D,yes,no,2017A&A...597A..90D,
318,@ARTICLE{2017A&A...597A..74J,yes,no,2017A&A...597A..74J,
319,@ARTICLE{2017A&A...597A..54Z,no,no,2017A&A...597A..54Z,
320,@ARTICLE{2017A&A...597A..51V,yes,no,2017A&A...597A..51V,
321,@ARTICLE{2017A&A...597A..47C,yes,no,2017A&A...597A..47C,
322,@ARTICLE{2017A&A...597A..17H,yes,no,2017A&A...597A..17H,
323,@ARTICLE{2017A&A...597A..10F,yes,no,2017A&A...597A..10F,
