,article,2mass,skrutskie,bibcode,doi
258,@ARTICLE{2017AJ....154...14S,yes,yes,2017AJ....154...14S,10.3847/1538-3881/aa733a
259,@ARTICLE{2017AJ....154...10R,yes,yes,2017AJ....154...10R,10.3847/1538-3881/aa74db
260,@ARTICLE{2017A&C....20...77G,yes,yes,2017A&C....20...77G,
261,@ARTICLE{2017A&A...603A.132F,yes,yes,2017A&A...603A.132F,
262,@ARTICLE{2017A&A...603A..47B,yes,yes,2017A&A...603A..47B,
263,@ARTICLE{2017A&A...603A..26N,yes,yes,2017A&A...603A..26N,
264,@ARTICLE{2017A&A...603A..25A,yes,yes,2017A&A...603A..25A,
265,@ARTICLE{2017SerAJ.194...59A,no,yes,2017SerAJ.194...59A,10.2298/SAJ160802003A
266,@ARTICLE{2017Sci...356.1046S,yes,yes,2017Sci...356.1046S,10.1126/science.aal2879
267,@ARTICLE{2017Natur.546..514G,yes,yes,2017Natur.546..514G,10.1038/nature22392
268,@ARTICLE{2017NatAs...1E.116G,yes,yes,2017NatAs...1E.116G,10.1038/s41550-017-0116
269,@ARTICLE{2017MNRAS.468.2114P,yes,yes,2017MNRAS.468.2114P,10.1093/mnras/stx501
270,@ARTICLE{2017MNRAS.468.2081G,yes,yes,2017MNRAS.468.2081G,10.1093/mnras/stx650
271,@ARTICLE{2017MNRAS.468.1092C,yes,yes,2017MNRAS.468.1092C,10.1093/mnras/stx484
272,@ARTICLE{2017MNRAS.468..857K,no,yes,2017MNRAS.468..857K,10.1093/mnras/stx509
273,@ARTICLE{2017MNRAS.468..662R,yes,yes,2017MNRAS.468..662R,10.1093/mnras/stx394
274,@ARTICLE{2017MNRAS.468..492P,yes,yes,2017MNRAS.468..492P,10.1093/mnras/stx410
275,@ARTICLE{2017MNRAS.468..261Z,no,yes,2017MNRAS.468..261Z,10.1093/mnras/stx350
276,@ARTICLE{2017MNRAS.468..196T,yes,yes,2017MNRAS.468..196T,10.1093/mnras/stx456
277,@ARTICLE{2017MNRAS.468..180R,yes,yes,2017MNRAS.468..180R,10.1093/mnras/stx447
278,@ARTICLE{2017MNRAS.468..109W,yes,yes,2017MNRAS.468..109W,10.1093/mnras/stx416
279,@ARTICLE{2017MNRAS.467.5001C,yes,yes,2017MNRAS.467.5001C,10.1093/mnras/stx303
280,@ARTICLE{2017MNRAS.467.4914V,yes,yes,2017MNRAS.467.4914V,10.1093/mnras/stx424
281,@ARTICLE{2017MNRAS.467.4514C,yes,yes,2017MNRAS.467.4514C,10.1093/mnras/stx408
282,@ARTICLE{2017MNRAS.467.4264G,yes,yes,2017MNRAS.467.4264G,10.1093/mnras/stx334
283,@ARTICLE{2017MNRAS.467.4015H,yes,yes,2017MNRAS.467.4015H,10.1093/mnras/stx175
284,@ARTICLE{2017MNRAS.467.2517S,yes,yes,2017MNRAS.467.2517S,10.1093/mnras/stx177
285,@ARTICLE{2017JKAS...50...79K,yes,yes,2017JKAS...50...79K,10.5303/JKAS.2017.50.3.79
286,@ARTICLE{2017JKAS...50...71C,yes,yes,2017JKAS...50...71C,10.5303/JKAS.2017.50.3.71
287,@ARTICLE{2017JKAS...50...51L,no,yes,2017JKAS...50...51L,10.5303/JKAS.2017.50.3.51
288,@ARTICLE{2017JAVSO..45...60W,no,yes,2017JAVSO..45...60W,
289,@ARTICLE{2017JAVSO..45....3S,no,yes,2017JAVSO..45....3S,
290,@ARTICLE{2017ApJS..230...23V,yes,yes,2017ApJS..230...23V,10.3847/1538-4365/aa72ed
291,@ARTICLE{2017ApJ...842..123F,yes,yes,2017ApJ...842..123F,10.3847/1538-4357/aa74ca
292,@ARTICLE{2017ApJ...842...65Z,yes,yes,2017ApJ...842...65Z,10.3847/1538-4357/aa70ec
293,@ARTICLE{2017ApJ...842...24J,yes,yes,2017ApJ...842...24J,10.3847/1538-4357/aa7414
294,@ARTICLE{2017ApJ...841..108M,yes,yes,2017ApJ...841..108M,10.3847/1538-4357/aa7050
295,@ARTICLE{2017ApJ...841...81H,yes,yes,2017ApJ...841...81H,10.3847/1538-4357/aa6f07
296,@ARTICLE{2017ApJ...841...73K,yes,yes,2017ApJ...841...73K,10.3847/1538-4357/aa7065
297,@ARTICLE{2017Ap.....60..300K,yes,yes,2017Ap.....60..300K,10.1007/s10511-017-9483-8
298,@ARTICLE{2017AN....338..635R,yes,yes,2017AN....338..635R,10.1002/asna.201713379
299,@ARTICLE{2017AN....338..629C,yes,yes,2017AN....338..629C,10.1002/asna.201713312
300,@ARTICLE{2017AJ....153..276Z,yes,yes,2017AJ....153..276Z,10.3847/1538-3881/aa72d9
301,@ARTICLE{2017AJ....153..267M,yes,yes,2017AJ....153..267M,10.3847/1538-3881/aa7140
302,@ARTICLE{2017AJ....153..263M,yes,yes,2017AJ....153..263M,10.3847/1538-3881/aa6d5d
303,@ARTICLE{2017AJ....153..259O,yes,yes,2017AJ....153..259O,10.3847/1538-3881/aa6d55
304,@ARTICLE{2017AJ....153..256R,yes,yes,2017AJ....153..256R,10.3847/1538-3881/aa6dfb
305,@ARTICLE{2017AJ....153..252L,yes,yes,2017AJ....153..252L,10.3847/1538-3881/aa6396
306,@ARTICLE{2017AcA....67..131O,yes,yes,2017AcA....67..131O,
307,@ARTICLE{2017A&A...602A.124R,yes,yes,2017A&A...602A.124R,
308,@ARTICLE{2017A&A...602A..95L,yes,yes,2017A&A...602A..95L,
309,@ARTICLE{2017A&A...602A..82D,yes,yes,2017A&A...602A..82D,
310,@ARTICLE{2017A&A...602A..67A,yes,yes,2017A&A...602A..67A,
311,@ARTICLE{2017A&A...602A..31C,yes,yes,2017A&A...602A..31C,
312,@ARTICLE{2017A&A...602A..30H,yes,yes,2017A&A...602A..30H,
